REGION_CODE;REGION_NAME;CITY_CODE;CITY_NAME;COUNTRY_CODE
52;Nariño;52 - 036;ANCUYÁ;CO
15;Boyacá;15 - 047;AQUITANIA;CO
52;Nariño;52 - 079;BARBACOAS;CO
15;Boyacá;15 - 087;BELÉN;CO
52;Nariño;52 - 110;BUESACO;CO
15;Boyacá;15 - 092;BETÉITIVA;CO
52;Nariño;52 - 207;CONSACA;CO
15;Boyacá;15 - 104;BOYACÁ;CO
52;Nariño;52 - 215;CÓRDOBA;CO
15;Boyacá;15 - 109;BUENAVISTA;CO
52;Nariño;52 - 227;CUMBAL;CO
15;Boyacá;15 - 131;CALDAS;CO
52;Nariño;52 - 240;CHACHAGÜÍ;CO
15;Boyacá;15 - 162;CERINZA;CO
52;Nariño;52 - 254;EL PEÑOL;CO
15;Boyacá;15 - 176;CHIQUINQUIRÁ;CO
52;Nariño;52 - 258;EL TABLÓN DE GÓMEZ;CO
15;Boyacá;15 - 183;CHITA;CO
52;Nariño;52 - 287;FUNES;CO
15;Boyacá;15 - 187;CHIVATÁ;CO
52;Nariño;52 - 320;GUAITARILLA;CO
15;Boyacá;15 - 204;CÓMBITA;CO
52;Nariño;52 - 352;ILES;CO
15;Boyacá;15 - 215;CORRALES;CO
52;Nariño;52 - 356;IPIALES;CO
15;Boyacá;15 - 223;CUBARÁ;CO
52;Nariño;52 - 381;LA FLORIDA;CO
15;Boyacá;15 - 226;CUÍTIVA;CO
52;Nariño;52 - 390;LA TOLA;CO
15;Boyacá;15 - 236;CHIVOR;CO
52;Nariño;52 - 405;LEIVA;CO
15;Boyacá;15 - 244;EL COCUY;CO
52;Nariño;52 - 418;LOS ANDES;CO
15;Boyacá;15 - 272;FIRAVITOBA;CO
09;Florida;09 - 202;OKEECHOBEE;US
09;Florida;09 - 203;PUTNAM;US
52;Nariño;52 - 435;MALLAMA;CO
15;Boyacá;15 - 293;GACHANTIVÁ;CO
09;Florida;09 - 204;SUMTER;US
09;Florida;09 - 205;SUWANNEE;US
52;Nariño;52 - 480;NARIÑO;CO
15;Boyacá;15 - 299;GARAGOA;CO
09;Florida;09 - 206;TAYLOR;US
09;Florida;09 - 207;UNION;US
52;Nariño;52 - 506;OSPINA;CO
15;Boyacá;15 - 322;GUATEQUE;CO
09;Florida;09 - 208;WALTON;US
09;Florida;09 - 209;WASHINGTON;US
52;Nariño;52 - 540;POLICARPA;CO
15;Boyacá;15 - 332;GÜICÁN;CO
10;Georgia;10 - 210;BAKER;US
10;Georgia;10 - 211;DOUGHERTY;US
52;Nariño;52 - 565;PROVIDENCIA;CO
15;Boyacá;15 - 367;JENESANO;CO
10;Georgia;10 - 212;LEE;US
10;Georgia;10 - 213;TERRELL;US
52;Nariño;52 - 585;PUPIALES;CO
15;Boyacá;15 - 377;LABRANZAGRANDE;CO
10;Georgia;10 - 214;WORTH;US
10;Georgia;10 - 215;CLARKE;US
52;Nariño;52 - 621;ROBERTO PAYÁN;CO
15;Boyacá;15 - 401;LA VICTORIA;CO
10;Georgia;10 - 216;MADISON;US
10;Georgia;10 - 217;OCONEE;US
52;Nariño;52 - 683;SANDONÁ;CO
15;Boyacá;15 - 407;VILLA DE LEYVA;CO
10;Georgia;10 - 218;OGLETHORPE;US
10;Georgia;10 - 219;BARROW;US
52;Nariño;52 - 687;SAN LORENZO;CO
15;Boyacá;15 - 442;MARIPÍ;CO
10;Georgia;10 - 220;BARTOW;US
10;Georgia;10 - 221;BUTTS;US
52;Nariño;52 - 694;SAN PEDRO DE CARTAGO;CO
15;Boyacá;15 - 464;MONGUA;CO
10;Georgia;10 - 222;CARROLL;US
10;Georgia;10 - 223;CHEROKEE;US
52;Nariño;52 - 699;SANTACRUZ;CO
15;Boyacá;15 - 469;MONIQUIRÁ;CO
10;Georgia;10 - 224;CLAYTON;US
10;Georgia;10 - 225;COBB;US
52;Nariño;52 - 786;TAMINANGO;CO
15;Boyacá;15 - 480;MUZO;CO
10;Georgia;10 - 226;COWETA;US
10;Georgia;10 - 227;DAWSON;US
52;Nariño;52 - 835;SAN ANDRES DE TUMACO;CO
15;Boyacá;15 - 494;NUEVO COLÓN;CO
10;Georgia;10 - 228;DE KALB;US
10;Georgia;10 - 229;DOUGLAS;US
52;Nariño;52 - 885;YACUANQUER;CO
15;Boyacá;15 - 507;OTANCHE;CO
10;Georgia;10 - 230;FAYETTE;US
10;Georgia;10 - 231;FORSYTH;US
54;Norte de Santander;54 - 003;ABREGO;CO
15;Boyacá;15 - 514;PÁEZ;CO
10;Georgia;10 - 232;FULTON;US
10;Georgia;10 - 233;GWINNETT;US
54;Norte de Santander;54 - 099;BOCHALEMA;CO
15;Boyacá;15 - 518;PAJARITO;CO
10;Georgia;10 - 234;HARALSON;US
10;Georgia;10 - 235;HEARD;US
54;Norte de Santander;54 - 125;CÁCOTA;CO
15;Boyacá;15 - 531;PAUNA;CO
10;Georgia;10 - 236;HENRY;US
10;Georgia;10 - 237;JASPER;US
54;Norte de Santander;54 - 172;CHINÁCOTA;CO
15;Boyacá;15 - 537;PAZ DE RÍO;CO
10;Georgia;10 - 238;LAMAR;US
10;Georgia;10 - 239;MERIWETHER;US
54;Norte de Santander;54 - 206;CONVENCIÓN;CO
15;Boyacá;15 - 550;PISBA;CO
10;Georgia;10 - 240;NEWTON;US
10;Georgia;10 - 241;PAULDING;US
54;Norte de Santander;54 - 239;DURANIA;CO
15;Boyacá;15 - 580;QUÍPAMA;CO
10;Georgia;10 - 242;PICKENS;US
54;Norte de Santander;54 - 250;EL TARRA;CO
15;Boyacá;15 - 600;RÁQUIRA;CO
54;Norte de Santander;54 - 313;GRAMALOTE;CO
15;Boyacá;15 - 632;SABOYÁ;CO
54;Norte de Santander;54 - 347;HERRÁN;CO
15;Boyacá;15 - 646;SAMACÁ;CO
54;Norte de Santander;54 - 385;LA ESPERANZA;CO
15;Boyacá;15 - 664;SAN JOSÉ DE PARE;CO
54;Norte de Santander;54 - 405;LOS PATIOS;CO
15;Boyacá;15 - 673;SAN MATEO;CO
54;Norte de Santander;54 - 480;MUTISCUA;CO
15;Boyacá;15 - 681;SAN PABLO DE BORBUR;CO
54;Norte de Santander;54 - 518;PAMPLONA;CO
15;Boyacá;15 - 690;SANTA MARÍA;CO
54;Norte de Santander;54 - 553;PUERTO SANTANDER;CO
15;Boyacá;15 - 696;SANTA SOFÍA;CO
54;Norte de Santander;54 - 660;SALAZAR;CO
15;Boyacá;15 - 723;SATIVASUR;CO
54;Norte de Santander;54 - 673;SAN CAYETANO;CO
15;Boyacá;15 - 753;SOATÁ;CO
54;Norte de Santander;54 - 720;SARDINATA;CO
15;Boyacá;15 - 757;SOCHA;CO
54;Norte de Santander;54 - 800;TEORAMA;CO
15;Boyacá;15 - 761;SOMONDOCO;CO
54;Norte de Santander;54 - 820;TOLEDO;CO
15;Boyacá;15 - 763;SOTAQUIRÁ;CO
54;Norte de Santander;54 - 874;VILLA DEL ROSARIO;CO
15;Boyacá;15 - 774;SUSACÓN;CO
63;Quindio;63 - 111;BUENAVISTA;CO
15;Boyacá;15 - 778;SUTATENZA;CO
63;Quindio;63 - 190;CIRCASIA;CO
15;Boyacá;15 - 798;TENZA;CO
63;Quindio;63 - 272;FILANDIA;CO
15;Boyacá;15 - 806;TIBASOSA;CO
63;Quindio;63 - 401;LA TEBAIDA;CO
15;Boyacá;15 - 810;TIPACOQUE;CO
63;Quindio;63 - 548;PIJAO;CO
15;Boyacá;15 - 816;TOGÜÍ;CO
63;Quindio;63 - 690;SALENTO;CO
15;Boyacá;15 - 822;TOTA;CO
66;Risaralda;66 - 045;APÍA;CO
15;Boyacá;15 - 835;TURMEQUÉ;CO
66;Risaralda;66 - 088;BELÉN DE UMBRÍA;CO
15;Boyacá;15 - 839;TUTAZÁ;CO
66;Risaralda;66 - 318;GUÁTICA;CO
15;Boyacá;15 - 861;VENTAQUEMADA;CO
66;Risaralda;66 - 400;LA VIRGINIA;CO
15;Boyacá;15 - 897;ZETAQUIRA;CO
66;Risaralda;66 - 456;MISTRATÓ;CO
17;Caldas;17 - 013;AGUADAS;CO
66;Risaralda;66 - 594;QUINCHÍA;CO
17;Caldas;17 - 050;ARANZAZU;CO
10;Georgia;10 - 283;BALDWIN;US
10;Georgia;10 - 284;BANKS;US
66;Risaralda;66 - 687;SANTUARIO;CO
17;Caldas;17 - 174;CHINCHINÁ;CO
10;Georgia;10 - 285;BEN HILL;US
10;Georgia;10 - 286;BERRIEN;US
68;Santander;68 - 013;AGUADA;CO
17;Caldas;17 - 380;LA DORADA;CO
10;Georgia;10 - 287;BLECKLEY;US
10;Georgia;10 - 288;BULLOCH;US
68;Santander;68 - 051;ARATOCA;CO
17;Caldas;17 - 433;MANZANARES;CO
10;Georgia;10 - 289;CALHOUN;US
10;Georgia;10 - 290;CAMDEN;US
68;Santander;68 - 079;BARICHARA;CO
17;Caldas;17 - 444;MARQUETALIA;CO
10;Georgia;10 - 291;CANDLER;US
10;Georgia;10 - 292;CHARLTON;US
68;Santander;68 - 092;BETULIA;CO
17;Caldas;17 - 486;NEIRA;CO
10;Georgia;10 - 293;CHATTOOGA;US
10;Georgia;10 - 294;CLAY;US
68;Santander;68 - 121;CABRERA;CO
17;Caldas;17 - 513;PÁCORA;CO
10;Georgia;10 - 295;CLINCH;US
10;Georgia;10 - 296;COFFEE;US
68;Santander;68 - 147;CAPITANEJO;CO
17;Caldas;17 - 541;PENSILVANIA;CO
10;Georgia;10 - 297;COLQUITT;US
10;Georgia;10 - 298;COOK;US
68;Santander;68 - 160;CEPITÁ;CO
17;Caldas;17 - 616;RISARALDA;CO
10;Georgia;10 - 299;CRISP;US
10;Georgia;10 - 300;DECATUR;US
68;Santander;68 - 167;CHARALÁ;CO
17;Caldas;17 - 662;SAMANÁ;CO
10;Georgia;10 - 301;DODGE;US
10;Georgia;10 - 302;DOOLY;US
68;Santander;68 - 176;CHIMA;CO
17;Caldas;17 - 777;SUPÍA;CO
10;Georgia;10 - 303;EARLY;US
10;Georgia;10 - 304;ELBERT;US
68;Santander;68 - 190;CIMITARRA;CO
17;Caldas;17 - 873;VILLAMARÍA;CO
10;Georgia;10 - 305;EMANUEL;US
10;Georgia;10 - 306;EVANS;US
68;Santander;68 - 209;CONFINES;CO
18;Caquetá;18 - 001;FLORENCIA;CO
10;Georgia;10 - 307;FANNIN;US
10;Georgia;10 - 308;FRANKLIN;US
68;Santander;68 - 217;COROMORO;CO
18;Caquetá;18 - 094;BELÉN DE LOS ANDAQUÍES;CO
10;Georgia;10 - 309;GILMER;US
10;Georgia;10 - 310;GLASCOCK;US
68;Santander;68 - 235;EL CARMEN DE CHUCURÍ;CO
18;Caquetá;18 - 205;CURILLO;CO
10;Georgia;10 - 311;GORDON;US
10;Georgia;10 - 312;GRADY;US
68;Santander;68 - 250;EL PEÑÓN;CO
18;Caquetá;18 - 256;EL PAUJIL;CO
10;Georgia;10 - 313;GREENE;US
10;Georgia;10 - 314;HABERSHAM;US
68;Santander;68 - 264;ENCINO;CO
18;Caquetá;18 - 460;MILÁN;CO
10;Georgia;10 - 315;HANCOCK;US
10;Georgia;10 - 316;HART;US
68;Santander;68 - 271;FLORIÁN;CO
18;Caquetá;18 - 592;PUERTO RICO;CO
10;Georgia;10 - 317;IRWIN;US
10;Georgia;10 - 318;JACKSON;US
68;Santander;68 - 296;GALÁN;CO
18;Caquetá;18 - 753;SAN VICENTE DEL CAGUÁN;CO
10;Georgia;10 - 319;JEFF DAVIS;US
10;Georgia;10 - 320;JEFFERSON;US
68;Santander;68 - 307;GIRÓN;CO
18;Caquetá;18 - 785;SOLITA;CO
10;Georgia;10 - 321;JENKINS;US
10;Georgia;10 - 322;JOHNSON;US
68;Santander;68 - 320;GUADALUPE;CO
19;Cauca;19 - 001;POPAYÁN;CO
10;Georgia;10 - 323;LAURENS;US
10;Georgia;10 - 324;LINCOLN;US
68;Santander;68 - 324;GUAVATÁ;CO
19;Cauca;19 - 050;ARGELIA;CO
68;Santander;68 - 344;HATO;CO
19;Cauca;19 - 100;BOLÍVAR;CO
68;Santander;68 - 370;JORDÁN;CO
19;Cauca;19 - 130;CAJIBÍO;CO
68;Santander;68 - 385;LANDÁZURI;CO
19;Cauca;19 - 142;CALOTO;CO
68;Santander;68 - 406;LEBRIJA;CO
19;Cauca;19 - 256;EL TAMBO;CO
68;Santander;68 - 425;MACARAVITA;CO
19;Cauca;19 - 300;GUACHENÉ;CO
68;Santander;68 - 444;MATANZA;CO
19;Cauca;19 - 355;INZÁ;CO
68;Santander;68 - 468;MOLAGAVITA;CO
19;Cauca;19 - 392;LA SIERRA;CO
68;Santander;68 - 500;OIBA;CO
19;Cauca;19 - 418;LÓPEZ;CO
68;Santander;68 - 522;PALMAR;CO
19;Cauca;19 - 455;MIRANDA;CO
68;Santander;68 - 533;PÁRAMO;CO
19;Cauca;19 - 513;PADILLA;CO
68;Santander;68 - 549;PINCHOTE;CO
19;Cauca;19 - 532;PATÍA;CO
68;Santander;68 - 573;PUERTO PARRA;CO
19;Cauca;19 - 548;PIENDAMÓ;CO
68;Santander;68 - 615;RIONEGRO;CO
19;Cauca;19 - 585;PURACÉ;CO
68;Santander;68 - 669;SAN ANDRÉS;CO
19;Cauca;19 - 693;SAN SEBASTIÁN;CO
68;Santander;68 - 679;SAN GIL;CO
19;Cauca;19 - 701;SANTA ROSA;CO
68;Santander;68 - 684;SAN JOSÉ DE MIRANDA;CO
19;Cauca;19 - 760;SOTARA;CO
68;Santander;68 - 689;SAN VICENTE DE CHUCURÍ;CO
19;Cauca;19 - 780;SUÁREZ;CO
68;Santander;68 - 720;SANTA HELENA DEL OPÓN;CO
19;Cauca;19 - 807;TIMBÍO;CO
68;Santander;68 - 755;SOCORRO;CO
19;Cauca;19 - 821;TORIBIO;CO
68;Santander;68 - 773;SUCRE;CO
19;Cauca;19 - 845;VILLA RICA;CO
68;Santander;68 - 820;TONA;CO
20;Cesar;20 - 011;AGUACHICA;CO
68;Santander;68 - 861;VÉLEZ;CO
20;Cesar;20 - 032;ASTREA;CO
68;Santander;68 - 872;VILLANUEVA;CO
20;Cesar;20 - 060;BOSCONIA;CO
70;Sucre;70 - 001;SINCELEJO;CO
20;Cesar;20 - 178;CHIRIGUANÁ;CO
70;Sucre;70 - 124;CAIMITO;CO
20;Cesar;20 - 238;EL COPEY;CO
70;Sucre;70 - 215;COROZAL;CO
20;Cesar;20 - 295;GAMARRA;CO
70;Sucre;70 - 230;CHALÁN;CO
20;Cesar;20 - 383;LA GLORIA;CO
10;Georgia;10 - 365;WHITE;US
10;Georgia;10 - 366;WILCOX;US
70;Sucre;70 - 235;GALERAS;CO
20;Cesar;20 - 443;MANAURE;CO
10;Georgia;10 - 367;WILKES;US
10;Georgia;10 - 368;WILKINSON;US
70;Sucre;70 - 400;LA UNIÓN;CO
20;Cesar;20 - 550;PELAYA;CO
18;Louisiana;18 - 369;GRANT;US
18;Louisiana;18 - 370;RAPIDES;US
70;Sucre;70 - 429;MAJAGUAL;CO
20;Cesar;20 - 614;RÍO DE ORO;CO
18;Louisiana;18 - 371;ASCENSION;US
18;Louisiana;18 - 372;EAST BATON ROUGE;US
70;Sucre;70 - 508;OVEJAS;CO
20;Cesar;20 - 710;SAN ALBERTO;CO
18;Louisiana;18 - 373;EAST FELICIANA;US
18;Louisiana;18 - 374;IBERVILLE;US
70;Sucre;70 - 670;SAMPUÉS;CO
20;Cesar;20 - 770;SAN MARTÍN;CO
18;Louisiana;18 - 375;LIVINGSTON;US
18;Louisiana;18 - 376;POINTE COUPEE;US
70;Sucre;70 - 702;SAN JUAN DE BETULIA;CO
23;Córdoba;23 - 001;MONTERÍA;CO
18;Louisiana;18 - 377;ST HELENA;US
18;Louisiana;18 - 378;WEST BATON ROUGE;US
70;Sucre;70 - 713;SAN ONOFRE;CO
23;Córdoba;23 - 079;BUENAVISTA;CO
18;Louisiana;18 - 379;WEST FELICIANA;US
18;Louisiana;18 - 380;LAFOURCHE;US
70;Sucre;70 - 742;SAN LUIS DE SINCÉ;CO
23;Córdoba;23 - 162;CERETÉ;CO
18;Louisiana;18 - 381;TERREBONNE;US
18;Louisiana;18 - 382;LAFAYETTE;US
70;Sucre;70 - 820;SANTIAGO DE TOLÚ;CO
23;Córdoba;23 - 182;CHINÚ;CO
18;Louisiana;18 - 383;ST MARTIN;US
18;Louisiana;18 - 384;CALCASIEU;US
73;Tolima;73 - 001;IBAGUÉ;CO
23;Córdoba;23 - 300;COTORRA;CO
18;Louisiana;18 - 385;CAMERON;US
18;Louisiana;18 - 386;OUACHITA;US
73;Tolima;73 - 026;ALVARADO;CO
23;Córdoba;23 - 417;LORICA;CO
18;Louisiana;18 - 387;UNION;US
18;Louisiana;18 - 388;JEFFERSON;US
73;Tolima;73 - 043;ANZOÁTEGUI;CO
23;Córdoba;23 - 464;MOMIL;CO
18;Louisiana;18 - 389;ORLEANS;US
18;Louisiana;18 - 390;PLAQUEMINES;US
73;Tolima;73 - 067;ATACO;CO
23;Córdoba;23 - 500;MOÑITOS;CO
18;Louisiana;18 - 391;ST BERNARD;US
18;Louisiana;18 - 392;ST CHARLES;US
73;Tolima;73 - 148;CARMEN DE APICALÁ;CO
23;Córdoba;23 - 570;PUEBLO NUEVO;CO
18;Louisiana;18 - 393;ST JOHN THE BAPTIST;US
18;Louisiana;18 - 394;ST TAMMANY;US
73;Tolima;73 - 168;CHAPARRAL;CO
23;Córdoba;23 - 580;PUERTO LIBERTADOR;CO
18;Louisiana;18 - 395;BOSSIER;US
18;Louisiana;18 - 396;CADDO;US
73;Tolima;73 - 217;COYAIMA;CO
23;Córdoba;23 - 660;SAHAGÚN;CO
18;Louisiana;18 - 397;DE SOTO;US
18;Louisiana;18 - 398;ACADIA;US
73;Tolima;73 - 236;DOLORES;CO
23;Córdoba;23 - 672;SAN ANTERO;CO
18;Louisiana;18 - 399;ALLEN;US
18;Louisiana;18 - 400;ASSUMPTION;US
73;Tolima;73 - 270;FALAN;CO
23;Córdoba;23 - 678;SAN CARLOS;CO
18;Louisiana;18 - 401;AVOYELLES;US
73;Tolima;73 - 283;FRESNO;CO
23;Córdoba;23 - 807;TIERRALTA;CO
73;Tolima;73 - 347;HERVEO;CO
25;Cundinamarca;25 - 001;AGUA DE DIOS;CO
73;Tolima;73 - 352;ICONONZO;CO
25;Cundinamarca;25 - 035;ANAPOIMA;CO
73;Tolima;73 - 411;LÍBANO;CO
25;Cundinamarca;25 - 053;ARBELÁEZ;CO
73;Tolima;73 - 449;MELGAR;CO
25;Cundinamarca;25 - 095;BITUIMA;CO
73;Tolima;73 - 483;NATAGAIMA;CO
25;Cundinamarca;25 - 120;CABRERA;CO
73;Tolima;73 - 520;PALOCABILDO;CO
25;Cundinamarca;25 - 126;CAJICÁ;CO
73;Tolima;73 - 555;PLANADAS;CO
25;Cundinamarca;25 - 151;CAQUEZA;CO
73;Tolima;73 - 585;PURIFICACIÓN;CO
25;Cundinamarca;25 - 168;CHAGUANÍ;CO
73;Tolima;73 - 622;RONCESVALLES;CO
25;Cundinamarca;25 - 178;CHIPAQUE;CO
73;Tolima;73 - 671;SALDAÑA;CO
25;Cundinamarca;25 - 183;CHOCONTÁ;CO
73;Tolima;73 - 678;SAN LUIS;CO
25;Cundinamarca;25 - 214;COTA;CO
73;Tolima;73 - 770;SUÁREZ;CO
25;Cundinamarca;25 - 245;EL COLEGIO;CO
73;Tolima;73 - 861;VENADILLO;CO
25;Cundinamarca;25 - 260;EL ROSAL;CO
73;Tolima;73 - 873;VILLARRICA;CO
25;Cundinamarca;25 - 279;FOMEQUE;CO
76;Valle del Cauca;76 - 020;ALCALÁ;CO
25;Cundinamarca;25 - 286;FUNZA;CO
76;Valle del Cauca;76 - 041;ANSERMANUEVO;CO
25;Cundinamarca;25 - 290;FUSAGASUGÁ;CO
76;Valle del Cauca;76 - 100;BOLÍVAR;CO
25;Cundinamarca;25 - 295;GACHANCIPÁ;CO
76;Valle del Cauca;76 - 111;GUADALAJARA DE BUGA;CO
25;Cundinamarca;25 - 299;GAMA;CO
76;Valle del Cauca;76 - 122;CAICEDONIA;CO
25;Cundinamarca;25 - 312;GRANADA;CO
76;Valle del Cauca;76 - 130;CANDELARIA;CO
25;Cundinamarca;25 - 320;GUADUAS;CO
76;Valle del Cauca;76 - 233;DAGUA;CO
25;Cundinamarca;25 - 324;GUATAQUÍ;CO
76;Valle del Cauca;76 - 246;EL CAIRO;CO
25;Cundinamarca;25 - 328;GUAYABAL DE SIQUIMA;CO
76;Valle del Cauca;76 - 250;EL DOVIO;CO
25;Cundinamarca;25 - 339;GUTIÉRREZ;CO
76;Valle del Cauca;76 - 275;FLORIDA;CO
25;Cundinamarca;25 - 377;LA CALERA;CO
76;Valle del Cauca;76 - 364;JAMUNDÍ;CO
25;Cundinamarca;25 - 394;LA PALMA;CO
25;Cundinamarca;25 - 402;LA VEGA;CO
25;Cundinamarca;25 - 426;MACHETA;CO
25;Cundinamarca;25 - 436;MANTA;CO
25;Cundinamarca;25 - 473;MOSQUERA;CO
25;Cundinamarca;25 - 486;NEMOCÓN;CO
25;Cundinamarca;25 - 489;NIMAIMA;CO
25;Cundinamarca;25 - 506;VENECIA;CO
25;Cundinamarca;25 - 518;PAIME;CO
38;Pennsylvania;38 - 815;WYOMING;US
38;Pennsylvania;38 - 816;CENTRE;US
38;Pennsylvania;38 - 817;LYCOMING;US
38;Pennsylvania;38 - 818;YORK;US
38;Pennsylvania;38 - 819;MERCER;US
38;Pennsylvania;38 - 820;ADAMS;US
38;Pennsylvania;38 - 821;BEDFORD;US
38;Pennsylvania;38 - 822;BRADFORD;US
38;Pennsylvania;38 - 823;CAMERON;US
38;Pennsylvania;38 - 824;CLARION;US
38;Pennsylvania;38 - 825;CLEARFIELD;US
38;Pennsylvania;38 - 826;CLINTON;US
38;Pennsylvania;38 - 827;COLUMBIA;US
38;Pennsylvania;38 - 828;CRAWFORD;US
38;Pennsylvania;38 - 829;ELK;US
38;Pennsylvania;38 - 830;FOREST;US
38;Pennsylvania;38 - 831;FRANKLIN;US
38;Pennsylvania;38 - 832;FULTON;US
38;Pennsylvania;38 - 833;GREENE;US
38;Pennsylvania;38 - 834;HUNTINGDON;US
38;Pennsylvania;38 - 835;INDIANA;US
38;Pennsylvania;38 - 836;JEFFERSON;US
38;Pennsylvania;38 - 837;JUNIATA;US
38;Pennsylvania;38 - 838;LAWRENCE;US
38;Pennsylvania;38 - 839;MCKEAN;US
38;Pennsylvania;38 - 840;MIFFLIN;US
38;Pennsylvania;38 - 841;MONROE;US
38;Pennsylvania;38 - 842;MONTOUR;US
38;Pennsylvania;38 - 843;NORTHUMBERLAND;US
38;Pennsylvania;38 - 844;POTTER;US
38;Pennsylvania;38 - 845;SCHUYLKILL;US
38;Pennsylvania;38 - 846;SNYDER;US
38;Pennsylvania;38 - 847;SOMERSET;US
38;Pennsylvania;38 - 848;SULLIVAN;US
38;Pennsylvania;38 - 849;SUSQUEHANNA;US
38;Pennsylvania;38 - 850;TIOGA;US
38;Pennsylvania;38 - 851;UNION;US
38;Pennsylvania;38 - 852;VENANGO;US
38;Pennsylvania;38 - 853;WARREN;US
38;Pennsylvania;38 - 854;WAYNE;US
40;South Carolina;40 - 855;ANDERSON;US
40;South Carolina;40 - 856;AIKEN;US
40;South Carolina;40 - 857;EDGEFIELD;US
40;South Carolina;40 - 858;BERKELEY;US
40;South Carolina;40 - 859;CHARLESTON;US
40;South Carolina;40 - 860;DORCHESTER;US
40;South Carolina;40 - 861;YORK;US
40;South Carolina;40 - 862;CALHOUN;US
40;South Carolina;40 - 863;FAIRFIELD;US
40;South Carolina;40 - 864;KERSHAW;US
40;South Carolina;40 - 865;LEXINGTON;US
40;South Carolina;40 - 866;RICHLAND;US
40;South Carolina;40 - 867;SALUDA;US
40;South Carolina;40 - 868;DARLINGTON;US
40;South Carolina;40 - 869;FLORENCE;US
40;South Carolina;40 - 870;GREENVILLE;US
40;South Carolina;40 - 871;LAURENS;US
40;South Carolina;40 - 872;PICKENS;US
40;South Carolina;40 - 873;HORRY;US
40;South Carolina;40 - 874;SPARTANBURG;US
40;South Carolina;40 - 875;SUMTER;US
40;South Carolina;40 - 876;ABBEVILLE;US
40;South Carolina;40 - 877;ALLENDALE;US
40;South Carolina;40 - 878;BAMBERG;US
40;South Carolina;40 - 879;BARNWELL;US
40;South Carolina;40 - 880;BEAUFORT;US
40;South Carolina;40 - 881;CHEROKEE;US
40;South Carolina;40 - 882;CHESTER;US
40;South Carolina;40 - 883;CHESTERFIELD;US
40;South Carolina;40 - 884;CLARENDON;US
40;South Carolina;40 - 885;COLLETON;US
40;South Carolina;40 - 886;DILLON;US
40;South Carolina;40 - 887;GEORGETOWN;US
40;South Carolina;40 - 888;GREENWOOD;US
40;South Carolina;40 - 889;HAMPTON;US
40;South Carolina;40 - 890;JASPER;US
40;South Carolina;40 - 891;LANCASTER;US
40;South Carolina;40 - 892;LEE;US
40;South Carolina;40 - 893;MARION;US
40;South Carolina;40 - 894;MARLBORO;US
40;South Carolina;40 - 895;MCCORMICK;US
40;South Carolina;40 - 896;NEWBERRY;US
40;South Carolina;40 - 897;OCONEE;US
40;South Carolina;40 - 898;ORANGEBURG;US
40;South Carolina;40 - 899;UNION;US
40;South Carolina;40 - 900;WILLIAMSBURG;US
43;Texas;43 - 901;CALLAHAN;US
43;Texas;43 - 902;JONES;US
43;Texas;43 - 903;TAYLOR;US
43;Texas;43 - 904;ARMSTRONG;US
43;Texas;43 - 905;CARSON;US
43;Texas;43 - 906;POTTER;US
43;Texas;43 - 907;RANDALL;US
43;Texas;43 - 908;BASTROP;US
43;Texas;43 - 909;CALDWELL;US
43;Texas;43 - 910;HAYS;US
43;Texas;43 - 911;TRAVIS;US
43;Texas;43 - 912;WILLIAMSON;US
43;Texas;43 - 913;HARDIN;US
43;Texas;43 - 914;JEFFERSON;US
43;Texas;43 - 915;ORANGE;US
43;Texas;43 - 916;CAMERON;US
43;Texas;43 - 917;BRAZOS;US
43;Texas;43 - 918;BURLESON;US
43;Texas;43 - 919;ROBERTSON;US
43;Texas;43 - 920;ARANSAS;US
43;Texas;43 - 921;NUECES;US
43;Texas;43 - 922;SAN PATRICIO;US
43;Texas;43 - 923;COLLIN;US
43;Texas;43 - 924;DALLAS;US
43;Texas;43 - 925;DELTA;US
43;Texas;43 - 926;DENTON;US
43;Texas;43 - 927;ELLIS;US
43;Texas;43 - 928;HUNT;US
43;Texas;43 - 929;JOHNSON;US
43;Texas;43 - 930;KAUFMAN;US
43;Texas;43 - 931;PARKER;US
43;Texas;43 - 932;ROCKWALL;US
43;Texas;43 - 933;TARRANT;US
43;Texas;43 - 934;WISE;US
43;Texas;43 - 935;EL PASO;US
43;Texas;43 - 936;AUSTIN;US
43;Texas;43 - 937;BRAZORIA;US
43;Texas;43 - 938;CHAMBERS;US
43;Texas;43 - 939;FORT BEND;US
43;Texas;43 - 940;GALVESTON;US
43;Texas;43 - 941;HARRIS;US
43;Texas;43 - 942;LIBERTY;US
43;Texas;43 - 943;MONTGOMERY;US
43;Texas;43 - 944;SAN JACINTO;US
43;Texas;43 - 945;WALLER;US
43;Texas;43 - 946;BELL;US
43;Texas;43 - 947;CORYELL;US
43;Texas;43 - 948;LAMPASAS;US
43;Texas;43 - 949;WEBB;US
43;Texas;43 - 950;GREGG;US
43;Texas;43 - 951;RUSK;US
43;Texas;43 - 952;UPSHUR;US
43;Texas;43 - 953;CROSBY;US
43;Texas;43 - 954;LUBBOCK;US
43;Texas;43 - 955;HIDALGO;US
43;Texas;43 - 956;MIDLAND;US
43;Texas;43 - 957;ECTOR;US
43;Texas;43 - 958;IRION;US
43;Texas;43 - 959;TOM GREEN;US
43;Texas;43 - 960;ATASCOSA;US
